filename,latitude,longitude,roll,pitch,heading,date,time
N94E70-0079.jpg,2.539966,102.805286,0,0,16.2,4/9/2022,44:19.6
N94E70-0080.jpg,2.539989,102.805292,0,0,16.2,4/9/2022,44:20.9
N94E70-0081.jpg,2.540011,102.805299,0,0,16.2,4/9/2022,44:22.2
N94E70-0082.jpg,2.540034,102.805306,0,0,16.2,4/9/2022,44:23.5
N94E70-0083.jpg,2.540056,102.805312,0,0,16.2,4/9/2022,44:24.8
N94E70-0084.jpg,2.540079,102.805319,0,0,16.2,4/9/2022,44:26.1
N94E70-0085.jpg,2.540102,102.805325,0,0,16.2,4/9/2022,44:27.4
N94E70-0086.jpg,2.540124,102.805332,0,0,16.2,4/9/2022,44:28.7
N94E70-0087.jpg,2.540147,102.805338,0,0,16.2,4/9/2022,44:30.0
N94E70-0088.jpg,2.54017,102.805345,0,0,16.2,4/9/2022,44:31.3
N94E70-0089.jpg,2.540192,102.805352,0,0,16.2,4/9/2022,44:32.6
N94E70-0090.jpg,2.540215,102.805358,0,0,16.2,4/9/2022,44:33.9
N94E70-0091.jpg,2.540237,102.805365,0,0,16.2,4/9/2022,44:35.2
N94E70-0092.jpg,2.54026,102.805371,0,0,16.2,4/9/2022,44:36.5
N94E70-0093.jpg,2.540283,102.805378,0,0,16.2,4/9/2022,44:37.8
N94E70-0094.jpg,2.540305,102.805385,0,0,16.2,4/9/2022,44:39.1
N94E70-0095.jpg,2.540328,102.805391,0,0,16.2,4/9/2022,44:40.4
N94E70-0096.jpg,2.540351,102.805398,0,0,16.2,4/9/2022,44:41.7
N94E70-0097.jpg,2.540373,102.805404,0,0,16.2,4/9/2022,44:43.0
N94E70-0098.jpg,2.540396,102.805411,0,0,16.2,4/9/2022,44:44.3
N94E70-0099.jpg,2.540418,102.805417,0,0,16.2,4/9/2022,44:45.6
N94E70-0100.jpg,2.540441,102.805424,0,0,16.2,4/9/2022,44:46.9
